age,league,season,position,Current Club,nationality,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur,Position_NEW
25,Ligue 1,2022/2023,Defender,Nantes,Brazil,840.0,13.0,0.0,0.0,3.0,0.11,0.11,0.0,0.0,1.39,0.54,39.96,32.14,2.04,0.21,0.0,0.21,1.61,0.43,1.07,0.75,0.0,0.0,1.07,0.11,3.0,0.11,0.0,0.0,0.15,0.01,1.29,1.07,0.01,1.18,9.21,5.25,0.86,0.32,296.0,134.0,110.0,13.0,6.67,0.62,0.62,0.0,0.0,0.15,70.0,0.0,80.43,0.0,0.0,0.0,0.0,3.77,56.98,37.5,0.0,0.0,0.0,0.0,1412500.0,Central Midfielders
27,Liga NOS,2020/2021,Forward,CD Nacional,Portugal,1518.0,21.0,0.0,0.0,3.0,0.18,0.12,0.06,0.0,1.84,0.06,33.22,23.91,2.31,0.42,0.18,0.24,1.84,1.9,1.25,0.65,0.0,0.0,1.13,0.24,2.37,0.0,0.0,0.06,0.15,0.05,0.77,1.01,0.05,1.31,9.79,5.04,0.83,1.42,177.0,92.0,-1.0,11.0,7.06,3.95,0.67,0.0,7.0,0.19,52.38,0.0,71.96,42.86,0.0,0.0,14.29,4.05,51.52,28.92,0.0,0.0,0.0,0.0,383333.3333333333,Attacking Midfielders
24,Eredivisie,2022/2023,Goalkeeper,Cambuur,Portugal,1530.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.53,0.06,33.53,20.59,0.06,0.0,0.0,0.0,0.0,0.06,0.12,0.06,4.53,6.18,0.0,0.0,1.06,0.0,0.59,0.0,0.05,0.0,0.06,0.06,0.0,0.18,0.65,0.41,0.0,0.0,331.0,249.0,94.0,31.0,7.15,0.0,0.0,4.53,0.0,0.0,50.0,73.33,61.4,0.0,49.0,0.0,0.0,0.41,63.64,0.0,0.0,0.0,0.0,460000.0,700000.0,Goalkeepers
34,Liga NOS,2021/2022,Defender,GD Estoril Praia,Portugal,2889.0,33.0,0.0,0.0,11.0,0.12,0.09,0.03,0.06,1.09,0.28,39.52,30.49,1.4,0.19,0.06,0.12,1.03,0.72,0.75,0.28,0.0,0.0,0.56,0.37,1.87,0.0,0.0,0.06,0.14,0.03,0.59,0.84,0.03,0.69,5.85,2.96,0.22,0.9,219.0,138.0,57.0,15.0,6.91,3.48,0.21,0.0,6.0,0.12,37.5,0.0,77.15,33.33,0.0,0.0,16.67,2.88,50.53,25.22,0.0,0.0,0.0,0.0,450000.0,Central Midfielders
34,Liga NOS,2022/2023,Defender,GD Estoril Praia,Portugal,2580.0,30.0,0.0,0.0,7.0,0.17,0.14,0.03,0.0,1.19,0.31,39.71,32.19,1.18,0.18,0.07,0.11,0.57,0.72,0.72,0.36,0.0,0.0,0.39,0.47,2.08,0.0,0.0,0.04,0.18,0.03,0.68,0.75,0.03,0.57,5.56,2.8,0.32,0.61,234.0,100.0,97.0,13.0,6.74,3.14,0.31,0.0,5.0,0.1,50.0,0.0,81.05,40.0,0.0,0.0,20.0,2.69,50.32,18.68,0.0,0.0,0.0,160000.0,333333.3333333333,Central Midfielders
26,Eredivisie,2021/2022,Goalkeeper,PSV,Netherlands,2340.0,26.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.12,0.0,23.73,15.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,3.08,0.08,0.0,0.62,0.0,0.27,0.0,0.04,0.0,0.0,0.0,0.0,0.23,0.38,0.27,0.0,0.0,283.0,277.0,42.0,23.0,6.55,0.0,0.0,1.85,0.0,0.0,0.0,60.0,65.15,0.0,30.0,0.0,0.0,0.27,70.0,0.0,0.0,0.0,0.0,0.0,3500000.0,Goalkeepers
31,Premier League,2021/2022,Defender,Brighton & Hove Albion,Netherlands,2880.0,34.0,0.0,0.0,9.0,0.06,0.03,0.03,0.0,1.13,0.19,49.25,39.34,2.31,0.19,0.09,0.09,1.38,0.56,1.0,0.5,0.0,0.0,1.0,0.47,2.66,0.0,0.0,0.0,0.12,0.03,1.19,1.22,0.03,1.78,9.59,5.72,0.31,0.25,270.0,265.0,70.0,10.0,6.97,1.24,0.29,0.0,6.0,0.09,50.0,0.0,79.89,50.0,0.0,1.0,16.67,5.38,59.61,19.05,0.0,0.0,0.0,0.0,10000000.0,Defensive Midfielders / Wing Backs
32,Premier League,2022/2023,Defender,Brighton & Hove Albion,Netherlands,2193.0,31.0,0.0,0.0,10.0,0.08,0.04,0.04,0.0,1.19,0.25,52.2,44.26,2.63,0.42,0.21,0.21,0.76,0.42,0.51,0.21,0.0,0.0,0.76,0.34,2.12,0.0,0.0,0.0,0.14,0.02,1.61,1.15,0.02,0.93,8.71,5.39,0.42,0.25,242.0,224.0,63.0,10.0,6.58,0.7,0.33,0.0,0.0,0.17,41.67,0.0,84.78,50.0,0.0,0.0,0.0,4.23,61.95,28.57,0.0,0.0,0.0,2982223.0,10000000.0,Defensive Midfielders / Wing Backs
21,Bundesliga,2021/2022,Defender,RB Leipzig,Croatia,2413.0,29.0,0.0,0.0,8.0,0.15,0.07,0.07,0.0,0.93,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,176.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000000.0,Young High Performers
22,Bundesliga,2022/2023,Defender,RB Leipzig,Croatia,2169.0,30.0,0.0,0.0,9.0,0.04,0.0,0.04,0.0,1.33,0.08,87.21,77.36,0.98,0.53,0.13,0.4,1.42,0.53,0.67,0.62,0.0,0.0,0.49,0.62,2.84,0.04,0.0,0.04,0.16,0.04,0.53,0.84,0.04,1.77,6.83,3.9,0.22,0.13,230.0,347.0,55.0,16.0,6.96,0.17,0.17,0.0,12.0,0.31,93.33,0.0,88.71,25.0,0.0,0.0,8.33,3.03,57.14,60.0,0.0,0.0,0.0,3528200.0,78333333.33333333,Central Defenders
30,Ligue 1,2021/2022,Defender,PSG,Spain,965.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.93,0.19,57.38,53.64,2.24,0.09,0.09,0.0,0.75,0.56,2.15,1.31,0.0,0.0,0.47,0.0,1.31,0.0,0.0,0.09,0.13,0.0,0.84,0.37,0.0,0.75,7.94,5.14,0.47,0.09,304.0,307.0,34.0,22.0,6.43,0.8,0.33,0.0,0.0,0.0,60.87,0.0,93.49,100.0,0.0,0.0,0.0,3.67,64.71,8.33,0.0,0.0,0.0,0.0,12000000.0,Central Midfielders
30,Ligue 1,2022/2023,Defender,PSG,Spain,1646.0,28.0,0.0,0.0,10.0,0.27,0.22,0.05,0.1,0.98,0.05,51.64,48.14,1.75,0.33,0.33,0.0,0.49,1.15,1.86,0.98,0.0,0.0,0.77,0.11,1.09,0.0,0.0,0.0,0.27,0.05,0.44,0.38,0.05,0.33,6.61,3.5,0.55,0.27,220.0,42.0,39.0,15.0,6.85,0.61,0.36,0.0,6.0,0.0,52.94,0.0,93.23,100.0,0.0,0.0,16.67,2.29,52.89,29.41,0.0,0.0,0.0,8760000.0,8000000.0,Defensive Midfielders / Wing Backs
33,La Liga,2020/2021,Defender,Cádiz,Spain,2274.0,28.0,0.0,0.0,9.0,0.12,0.0,0.12,0.08,1.31,0.32,30.73,21.54,0.86,0.49,0.21,0.29,1.44,0.12,0.16,0.16,0.0,0.0,0.37,0.12,3.62,0.0,0.0,0.0,0.05,0.09,1.24,1.28,0.09,2.1,7.78,4.65,0.08,0.0,140.0,332.0,120.0,4.0,7.03,0.0,0.07,0.0,4.0,0.26,100.0,0.0,70.11,41.67,0.0,1.0,25.0,4.19,59.79,0.0,0.0,0.0,0.0,0.0,1050000.0,Central Defenders
33,La Liga,2021/2022,Defender,Cádiz,Spain,945.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.62,0.86,27.71,20.48,0.86,0.48,0.0,0.48,1.14,0.19,0.1,0.1,0.0,0.0,0.86,0.57,5.33,0.0,0.0,0.1,0.05,0.01,0.67,1.05,0.01,1.52,6.57,3.05,0.29,0.0,338.0,383.0,178.0,22.0,6.55,0.0,0.21,0.0,0.0,0.36,100.0,0.0,73.88,0.0,0.0,0.0,0.0,2.29,46.38,0.0,0.0,0.0,0.0,0.0,850000.0,Central Defenders
31,La Liga,2020/2021,Defender,CA Osasuna,Spain,1965.0,26.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.28,0.18,29.2,21.05,1.68,0.0,0.0,0.0,0.77,0.53,0.53,0.38,0.0,0.0,0.72,0.0,1.97,0.0,0.0,0.1,0.07,0.0,0.19,0.58,0.0,1.25,6.81,3.64,0.38,0.43,306.0,320.0,115.0,26.0,6.7,1.6,0.32,0.0,0.0,0.0,72.73,0.0,72.09,0.0,0.0,0.0,0.0,3.04,53.52,22.5,0.0,0.0,0.0,0.0,1200000.0,Central Midfielders
31,La Liga,2021/2022,Defender,CA Osasuna,Spain,1935.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.16,0.19,40.86,33.84,1.3,0.09,0.0,0.09,0.74,0.14,0.6,0.46,0.0,0.0,0.37,0.56,2.56,0.0,0.0,0.0,0.08,0.0,0.23,0.88,0.0,1.07,6.18,3.07,0.51,0.05,350.0,341.0,112.0,21.0,6.67,0.35,0.48,0.0,0.0,0.09,76.92,0.0,82.82,0.0,0.0,0.0,0.0,2.87,49.62,12.5,0.0,0.0,0.0,0.0,1675000.0,Central Midfielders
31,La Liga,2022/2023,Defender,CA Osasuna,Spain,2057.0,27.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.14,0.31,34.04,27.43,1.14,0.04,0.0,0.04,0.61,0.66,0.48,0.26,0.0,0.0,0.44,0.35,2.23,0.0,0.0,0.04,0.1,0.0,0.39,0.74,0.0,0.79,4.94,2.58,0.13,0.53,437.0,442.0,99.0,22.0,6.48,1.3,0.11,0.0,0.0,0.04,54.55,0.0,80.59,0.0,0.0,0.0,0.0,2.19,52.21,34.29,0.0,0.0,0.0,620000.0,2166666.6666666665,Central Midfielders
35,Serie A,2020/2021,Midfielder,Juventus,Colombia,2180.0,30.0,1.0,0.0,6.0,0.5,0.41,0.08,0.0,0.99,0.45,61.13,53.62,1.77,0.54,0.29,0.25,1.77,2.52,2.8,1.86,0.0,0.0,1.11,0.0,0.58,0.04,0.0,0.08,0.44,0.04,2.68,1.36,0.07,0.49,11.96,6.81,0.82,1.73,199.0,6.0,-1.0,8.0,7.3,5.4,0.67,0.0,6.5,0.2,66.18,0.0,87.72,53.85,0.0,2.0,15.38,5.5,56.9,25.93,0.0,1.0,0.0,0.0,13000000.0,Attacking Midfielders
35,Serie A,2021/2022,Midfielder,Juventus,Colombia,2493.0,33.0,0.0,0.0,13.0,0.29,0.14,0.14,0.16,0.76,0.32,58.69,52.08,1.73,1.01,0.51,0.51,1.05,2.13,2.67,1.63,0.0,0.0,0.9,0.18,1.08,0.04,0.0,0.04,0.28,0.13,1.88,0.69,0.13,0.72,9.61,5.92,0.54,1.52,144.0,107.0,-1.0,6.0,7.39,4.06,0.45,0.0,7.0,0.42,60.81,0.0,88.74,50.0,0.0,0.0,14.29,4.97,61.65,31.34,0.0,0.0,0.0,0.0,6500000.0,Attacking Midfielders
35,Serie A,2022/2023,Midfielder,Juventus,Colombia,2086.0,31.0,0.0,0.0,17.0,0.17,0.13,0.04,0.0,0.6,0.35,47.8,41.51,2.16,1.16,0.47,0.69,1.08,1.9,1.98,1.04,0.0,0.0,1.51,0.09,0.95,0.09,0.0,0.09,0.25,0.07,1.9,1.42,0.07,0.47,10.44,5.57,0.6,1.47,259.0,112.0,-1.0,15.0,7.16,2.68,0.45,0.0,27.0,0.52,52.17,0.0,86.82,40.74,0.0,1.0,3.7,4.16,53.31,40.96,0.0,0.0,0.0,9209200.0,3000000.0,Defensive Midfielders / Wing Backs
30,Liga NOS,2021/2022,Forward,Paços de Ferreira,Chile,1977.0,31.0,0.0,0.0,9.0,0.09,0.0,0.09,0.0,1.23,0.27,32.58,26.21,2.23,0.36,0.23,0.14,0.86,1.09,1.64,0.73,0.0,0.0,1.77,0.09,1.23,0.05,0.0,0.09,0.1,0.07,2.59,1.91,0.07,0.96,13.51,6.42,1.59,1.0,160.0,349.0,-1.0,7.0,6.72,2.52,1.13,0.0,4.0,0.1,44.44,0.0,80.45,62.5,0.0,1.0,25.0,4.55,47.47,28.21,0.0,0.0,0.0,0.0,650000.0,Defensive Midfielders / Wing Backs
30,Liga NOS,2022/2023,Forward,Paços de Ferreira,Chile,2696.0,31.0,0.0,0.0,3.0,0.03,0.03,0.0,0.0,1.64,0.4,36.44,29.04,2.0,0.38,0.17,0.21,0.83,0.97,1.93,1.04,0.0,0.0,1.11,0.14,1.49,0.0,0.0,0.14,0.12,0.02,2.11,2.11,0.02,0.97,11.67,6.11,0.45,1.24,379.0,211.0,-1.0,32.0,6.82,3.63,0.43,0.0,0.0,0.2,53.57,0.0,79.72,45.45,0.0,0.0,0.0,5.9,52.37,33.03,0.0,0.0,0.0,126947.0,625000.0,Central Midfielders
25,La Liga,2020/2021,Defender,Villarreal,Argentina,1169.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.54,0.38,53.23,46.46,3.08,0.08,0.0,0.08,1.46,0.31,2.08,1.69,0.0,0.0,1.31,0.15,1.46,0.0,0.0,0.0,0.09,0.0,1.08,1.54,0.0,2.23,13.31,8.08,0.69,0.08,344.0,308.0,174.0,15.0,6.87,0.06,0.56,0.0,0.0,0.06,81.48,0.0,87.28,0.0,0.0,0.0,0.0,6.56,60.69,100.0,0.0,0.0,0.0,0.0,14250000.0,Central Defenders
25,La Liga,2021/2022,Defender,Villarreal,Argentina,1931.0,25.0,0.0,0.0,8.0,0.09,0.05,0.05,0.09,0.79,0.28,45.35,38.22,3.22,0.23,0.09,0.14,0.98,0.47,1.91,1.31,0.0,0.0,0.56,0.33,1.96,0.05,0.0,0.0,0.13,0.03,1.03,1.82,0.03,1.68,11.65,7.22,0.33,0.05,243.0,240.0,28.0,14.0,6.98,0.28,0.28,0.0,5.0,0.12,68.29,0.0,84.28,40.0,0.0,0.0,20.0,6.2,62.0,14.29,0.0,0.0,0.0,0.0,25000000.0,Defensive Midfielders / Wing Backs
26,La Liga,2022/2023,Defender,Villarreal,Argentina,1961.0,24.0,0.0,0.0,7.0,0.05,0.0,0.05,0.0,1.06,0.28,49.7,43.37,3.3,0.5,0.18,0.32,0.78,0.6,1.93,1.15,0.0,0.0,0.73,0.5,2.52,0.0,0.0,0.0,0.12,0.05,0.41,1.88,0.05,1.61,11.38,6.47,0.64,0.18,224.0,321.0,79.0,12.0,7.02,0.42,0.58,0.0,11.0,0.29,59.52,0.0,87.26,36.36,0.0,0.0,9.09,5.88,56.85,40.0,0.0,0.0,0.0,0.0,25000000.0,Defensive Midfielders / Wing Backs
25,La Liga,2020/2021,Defender,Getafe CF,Spain,604.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.04,0.3,22.65,12.81,4.02,0.6,0.15,0.45,2.53,0.6,1.49,0.75,0.0,0.0,1.19,0.0,2.09,0.0,0.0,0.15,0.04,0.02,2.38,2.24,0.02,1.49,15.05,8.64,0.75,0.6,324.0,269.0,67.0,16.0,6.94,1.8,0.5,0.0,0.0,0.3,50.0,0.0,56.58,25.0,0.0,0.0,0.0,5.8,57.43,22.22,0.0,0.0,0.0,0.0,375000.0,Central Midfielders
25,La Liga,2021/2022,Defender,Getafe CF,Spain,711.0,20.0,0.0,0.0,5.0,0.13,0.13,0.0,0.0,1.39,0.13,24.68,12.91,2.41,0.51,0.0,0.51,1.27,1.01,1.14,0.63,0.0,0.0,1.27,0.25,2.66,0.0,0.0,0.13,0.14,0.01,2.15,2.03,0.01,1.14,12.78,6.33,0.89,1.27,382.0,116.0,151.0,21.0,6.56,2.25,0.35,0.0,0.0,0.2,55.56,0.0,52.31,0.0,0.0,0.0,0.0,2.5,49.5,22.22,0.0,0.0,0.0,0.0,2125000.0,Central Midfielders
25,La Liga,2022/2023,Defender,Getafe CF,Spain,2140.0,32.0,0.0,0.0,12.0,0.04,0.0,0.04,0.07,1.3,0.34,25.4,15.69,2.57,0.8,0.34,0.46,1.01,0.55,1.01,0.42,0.0,0.0,1.22,0.25,2.82,0.08,0.0,0.08,0.05,0.05,0.88,1.85,0.05,0.71,9.38,4.58,0.42,0.76,237.0,392.0,126.0,9.0,6.75,2.69,0.31,0.0,19.0,0.34,41.67,0.0,61.75,42.11,0.0,0.0,5.26,3.41,48.88,20.93,0.0,0.0,0.0,180000.0,2833333.3333333335,Defensive Midfielders / Wing Backs
43,Serie A,2021/2022,Midfielder,Napoli,Spain,1271.0,21.0,0.0,0.0,7.0,0.07,0.0,0.07,0.0,0.99,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,435.0,-1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,Young High Performers
44,Serie A,2022/2023,Midfielder,Napoli,Spain,929.0,15.0,0.0,0.0,7.0,0.1,0.0,0.1,0.0,0.78,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,418.0,-1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250000.0,Young High Performers
24,Bundesliga,2022/2023,Forward,Stuttgart,Colombia,408.0,16.0,0.0,0.0,1.0,0.22,0.0,0.22,0.0,1.1,0.0,15.0,10.37,1.1,0.44,0.22,0.22,0.22,0.66,3.53,1.1,0.0,0.0,0.44,0.22,0.66,0.0,0.0,0.88,0.05,0.15,2.65,3.09,0.15,1.1,18.09,5.96,2.43,0.44,99.0,342.0,-1.0,14.0,6.49,0.5,0.69,0.0,2.0,0.06,31.25,0.0,69.12,50.0,0.0,0.0,50.0,1.69,32.93,25.0,0.0,0.0,0.0,360862.0,1750000.0,Attacking Midfielders
23,La Liga,2020/2021,Defender,Real Betis,Spain,1651.0,22.0,0.0,0.0,8.0,0.16,0.11,0.05,0.11,0.98,0.22,38.95,29.62,1.53,0.38,0.16,0.22,1.58,0.65,0.55,0.22,0.0,0.0,0.87,0.05,2.56,0.0,0.0,0.05,0.15,0.05,1.15,1.25,0.05,1.47,9.65,4.36,0.44,0.49,220.0,131.0,54.0,16.0,6.75,2.55,0.36,0.0,7.0,0.18,40.0,0.0,76.05,42.86,0.0,0.0,14.29,3.64,45.2,16.07,0.0,0.0,0.0,0.0,6250000.0,Defensive Midfielders / Wing Backs
23,La Liga,2021/2022,Defender,Real Betis,Spain,782.0,13.0,0.0,0.0,7.0,0.23,0.23,0.0,0.0,0.69,0.35,44.6,35.38,2.42,0.58,0.23,0.35,1.73,0.81,1.04,0.46,0.0,0.0,1.15,0.46,2.3,0.0,0.0,0.0,0.24,0.02,1.5,1.5,0.02,1.38,11.06,5.76,0.12,0.58,287.0,41.0,12.0,17.0,6.47,2.15,0.08,0.0,0.0,0.23,44.44,0.0,79.33,40.0,0.0,0.0,0.0,3.85,52.08,17.86,0.0,0.0,0.0,0.0,5000000.0,Central Midfielders
24,La Liga,2022/2023,Defender,Real Betis,Spain,1476.0,21.0,0.0,0.0,8.0,0.3,0.12,0.18,0.24,1.1,0.18,37.2,28.48,1.4,0.98,0.43,0.55,1.22,1.16,0.98,0.55,0.0,0.0,0.91,0.43,3.17,0.0,0.0,0.06,0.17,0.14,1.04,0.91,0.14,1.28,7.87,4.27,0.43,0.85,103.0,119.0,88.0,5.0,6.62,3.29,0.33,0.0,5.33,0.43,56.25,0.0,76.56,43.75,0.0,0.0,18.75,3.33,54.26,20.29,0.0,0.0,0.0,360000.0,8333333.333333333,Attacking Midfielders
29,Serie A,2020/2021,Goalkeeper,Udinese,Argentina,3148.0,35.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.29,0.14,24.07,17.13,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.03,2.8,4.26,0.0,0.0,0.34,0.0,0.11,0.0,0.03,0.0,0.11,0.11,0.0,0.23,0.51,0.4,0.0,0.0,395.0,416.0,62.0,22.0,6.72,0.0,0.0,2.8,0.0,0.0,100.0,65.77,71.14,0.0,52.0,0.0,0.0,0.4,77.78,0.0,0.0,0.0,0.0,0.0,20000000.0,Goalkeepers
29,Serie A,2021/2022,Goalkeeper,Atalanta,Argentina,2932.0,33.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.23,0.09,23.94,16.82,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2.49,3.78,0.0,0.0,0.71,0.0,0.18,0.0,0.04,0.0,0.03,0.09,0.0,0.18,0.37,0.28,0.0,0.0,329.0,350.0,75.0,26.0,6.76,0.0,0.0,2.45,0.0,0.0,100.0,65.85,70.26,0.0,48.0,0.0,0.0,0.27,75.0,0.0,0.0,0.0,0.0,0.0,17000000.0,Goalkeepers
29,Serie A,2022/2023,Goalkeeper,Atalanta,Argentina,2078.0,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.17,0.04,23.95,15.77,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.77,3.94,0.0,0.0,0.56,0.0,0.09,0.0,0.03,0.0,0.22,0.0,0.0,0.04,0.35,0.35,0.0,0.0,377.0,375.0,98.0,19.0,6.9,0.0,0.0,2.67,0.0,0.0,0.0,70.33,65.82,0.0,36.0,0.0,0.0,0.33,100.0,0.0,0.0,0.0,0.0,2930200.0,10000000.0,Goalkeepers
30,La Liga,2020/2021,Forward,Real Betis,Spain,598.0,16.0,0.0,0.0,7.0,0.3,0.0,0.3,0.3,2.11,0.15,21.71,16.77,1.95,1.5,0.9,0.6,0.3,0.3,1.65,0.75,0.0,0.0,1.8,0.0,0.6,0.0,0.0,1.05,0.04,0.24,0.45,1.8,0.24,1.8,13.18,4.94,1.35,0.0,53.0,417.0,-1.0,8.0,6.15,0.0,0.56,0.0,5.0,0.25,45.45,0.0,77.24,60.0,0.0,0.0,20.0,2.06,37.5,0.0,0.0,0.0,0.0,0.0,5000000.0,Wingers
30,La Liga,2021/2022,Forward,Real Betis,Spain,2148.0,33.0,0.0,0.0,12.0,0.84,0.17,0.67,0.46,0.84,0.21,20.09,15.74,1.63,1.97,1.26,0.71,0.38,0.8,1.76,1.21,0.0,0.0,1.26,0.04,0.38,0.0,0.0,0.75,0.13,0.5,0.67,1.67,0.5,1.34,10.88,4.86,1.21,0.04,6.0,79.0,-1.0,1.0,7.06,0.12,0.88,0.0,2.76,0.52,69.05,0.0,78.33,63.83,0.0,1.0,36.17,3.52,44.62,25.0,1.0,3.0,1.0,0.0,15000000.0,Strikers - Goalscorers
30,La Liga,2022/2023,Forward,Real Betis,Spain,919.0,22.0,0.0,0.0,6.0,0.39,0.0,0.39,0.0,1.76,0.29,23.58,19.86,1.47,1.57,0.78,0.78,0.39,0.49,2.64,1.17,0.0,0.0,2.25,0.0,0.29,0.1,0.0,1.47,0.07,0.29,2.05,1.47,0.29,0.98,13.4,5.67,1.27,0.0,34.0,407.0,-1.0,3.0,6.27,0.0,0.59,0.0,4.0,0.36,44.44,0.0,84.23,50.0,0.0,0.0,25.0,2.64,42.34,0.0,0.0,1.0,0.0,910000.0,10000000.0,Wingers
22,La Liga,2022/2023,Forward,Getafe CF,Spain,433.0,18.0,0.0,0.0,6.0,0.21,0.0,0.21,0.0,0.21,0.42,33.88,17.46,1.45,2.29,0.83,1.45,0.21,1.25,1.25,0.42,0.0,0.0,0.0,0.21,1.66,0.0,0.0,0.21,0.1,0.21,2.29,4.36,0.21,14.34,35.96,18.5,1.87,0.0,86.0,305.0,-1.0,10.0,6.43,0.11,0.5,0.0,11.0,0.39,33.33,0.0,51.53,36.36,0.0,0.0,9.09,4.94,51.45,0.0,0.0,0.0,0.0,28600.0,3000000.0,Wingers
32,La Liga,2022/2023,Defender,Girona FC,Spain,1428.0,19.0,0.0,0.0,2.0,0.06,0.0,0.06,0.15,1.45,0.19,55.02,47.58,1.32,0.32,0.06,0.25,0.63,0.19,0.06,0.06,0.0,0.0,0.44,0.57,3.66,0.0,0.0,0.0,0.1,0.05,0.13,0.69,0.05,1.13,4.47,2.65,0.13,0.0,214.0,430.0,145.0,19.0,6.27,0.16,0.11,0.0,5.0,0.21,100.0,0.0,86.48,20.0,0.0,0.0,20.0,2.21,59.15,0.0,0.0,0.0,0.0,290000.0,1350000.0,Central Defenders
30,Ligue 1,2022/2023,Defender,Auxerre,Brazil,3215.0,37.0,1.0,0.0,7.0,0.11,0.03,0.08,0.06,1.62,0.2,37.29,30.57,1.2,0.5,0.2,0.31,1.43,0.11,0.08,0.03,0.0,0.0,0.5,0.95,5.32,0.06,0.0,0.14,0.08,0.05,0.64,1.06,0.07,2.1,7.22,3.98,0.11,0.06,179.0,243.0,136.0,4.0,6.93,0.11,0.11,0.0,6.0,0.3,33.33,0.0,81.98,38.89,0.0,1.0,16.67,3.84,55.04,50.0,0.0,0.0,0.0,600000.0,2000000.0,Central Defenders
20,Bundesliga,2021/2022,Midfielder,Borussia Dortmund,England,2795.0,32.0,0.0,0.0,7.0,0.35,0.26,0.1,0.13,1.48,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,47.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95000000.0,Young High Performers
