U1,U2,Position
-5.7580686,0.91252863,Goalkeepers
-6.137268,0.78235865,Goalkeepers
5.7196665,8.031672,Central Midfielders
11.444205,4.3381553,Attacking Midfielders
6.7628565,7.517318,Central Midfielders
11.378639,9.197227,Central Defenders
7.308856,10.852305,Central Defenders
6.1556425,8.746298,Central Midfielders
10.130723,1.2049088,Wingers
10.583115,1.7777191,Strikers
10.50953,1.2878815,Strikers
9.4600525,2.5562124,Wingers
10.627079,1.1004914,Wingers
11.181984,8.675093,Central Defenders
11.0231,8.808496,Central Defenders
7.0472274,7.8518195,Central Midfielders
9.629238,5.9922204,Defensive Midfielders / Wing Backs
6.160071,9.70775,Central Midfielders
6.4421754,10.441537,Central Midfielders
10.901146,2.7963154,Attacking Midfielders
11.602415,2.9520686,Attacking Midfielders
-6.083849,-0.16372347,Goalkeepers
-5.3979273,0.18994342,Goalkeepers
10.2174835,7.1003847,Defensive Midfielders / Wing Backs
10.19516,6.963305,Defensive Midfielders / Wing Backs
12.741798,3.4047165,Defensive Midfielders / Wing Backs
10.804419,4.557017,Defensive Midfielders / Wing Backs
9.88285,9.406626,Central Defenders
11.847675,4.0902023,Attacking Midfielders
5.655091,8.920392,Central Midfielders
9.6780405,5.707711,Attacking Midfielders
7.4571147,7.918874,Defensive Midfielders / Wing Backs
9.903411,1.6374019,Wingers
9.50335,2.2611167,Wingers
6.6896358,10.834561,Central Defenders
10.1942005,3.1451025,Attacking Midfielders
10.348434,3.5231137,Attacking Midfielders
10.617996,3.3332293,Attacking Midfielders
10.26821,4.0064535,Attacking Midfielders
9.986735,1.9098659,Attacking Midfielders
10.759089,2.3647223,Strikers
9.434084,3.2921677,Wingers
5.4730916,7.483603,Central Midfielders
11.7271595,9.309243,Central Defenders
-4.5148654,13.13439,Young High Performers
6.7943,8.655541,Central Midfielders
10.769831,6.2140875,Defensive Midfielders / Wing Backs
11.133945,4.7672043,Attacking Midfielders
11.1012535,4.0435257,Attacking Midfielders
11.339909,4.3144946,Attacking Midfielders
10.533135,5.7097807,Defensive Midfielders / Wing Backs
10.635079,5.769713,Defensive Midfielders / Wing Backs
6.866049,8.625392,Central Midfielders
11.924664,7.09992,Defensive Midfielders / Wing Backs
11.122846,6.827916,Defensive Midfielders / Wing Backs
9.149027,3.751256,Wingers
-5.260147,14.152537,Young High Performers
7.3030753,8.212349,Central Midfielders
10.204759,1.5994654,Wingers
14.284805,-8.495856,Strikers - Goalscorers
6.4231486,10.394172,Central Defenders
9.231734,2.5374074,Wingers
11.251036,4.352776,Attacking Midfielders
6.4688735,7.5726423,Central Midfielders
12.26751,6.3011494,Defensive Midfielders / Wing Backs
11.512026,6.640981,Defensive Midfielders / Wing Backs
12.070466,6.991635,Defensive Midfielders / Wing Backs
11.518906,6.122541,Defensive Midfielders / Wing Backs
11.613141,6.0665627,Defensive Midfielders / Wing Backs
11.591003,6.3206253,Defensive Midfielders / Wing Backs
-6.326943,0.6232979,Goalkeepers
-5.8142686,0.30746737,Goalkeepers
-6.048677,0.5743573,Goalkeepers
6.450255,10.921048,Central Defenders
6.581144,7.532398,Central Midfielders
6.8658113,8.946551,Central Midfielders
-4.3841095,12.953967,Young High Performers
10.968597,3.589819,Defensive Midfielders / Wing Backs
5.965753,7.274676,Central Midfielders
11.668319,6.2420406,Defensive Midfielders / Wing Backs
6.415712,6.9298134,Central Midfielders
6.4831986,9.45187,Central Midfielders
10.602513,2.58362,Wingers
-6.1449585,0.13813616,Goalkeepers
-6.198934,0.060262665,Goalkeepers
10.556726,4.5059757,Attacking Midfielders
7.0632463,9.690483,Central Defenders
10.342363,2.8262577,Attacking Midfielders
10.128129,3.1682508,Attacking Midfielders
10.532741,3.5126188,Wingers
9.452942,3.3641028,Wingers
9.376474,3.2375913,Wingers
6.97415,10.188684,Central Defenders
9.427614,3.4835486,Defensive Midfielders / Wing Backs
-4.3694105,12.990934,Young High Performers
10.480878,7.0534663,Defensive Midfielders / Wing Backs
6.8855133,6.927742,Central Midfielders
7.462324,10.732494,Central Defenders
9.338978,1.3850029,Wingers
11.036168,0.97143584,Strikers
10.830085,1.2363577,Strikers
9.530522,4.3390675,Attacking Midfielders
11.534821,3.5250173,Attacking Midfielders
12.096383,7.1784296,Defensive Midfielders / Wing Backs
10.790841,3.9165413,Attacking Midfielders
-5.359848,13.981134,Young High Performers
-5.1528726,14.957641,Young High Performers
-5.103988,14.980623,Young High Performers
6.3572307,9.965502,Central Midfielders
6.525073,10.304816,Central Defenders
11.351725,5.0815873,Attacking Midfielders
6.962939,7.849273,Central Midfielders
10.093267,4.678778,Attacking Midfielders
11.312306,4.495082,Attacking Midfielders
6.730025,7.173794,Central Midfielders
11.41947,9.44418,Central Defenders
6.504159,10.759235,Central Defenders
5.7284794,9.38682,Central Midfielders
10.910152,2.0314126,Strikers
6.318034,10.385054,Central Defenders
11.2795515,8.904803,Central Defenders
-5.3771515,14.347337,Young High Performers
11.856914,8.714631,Defensive Midfielders / Wing Backs
6.7812753,11.099815,Central Defenders
9.752114,9.304107,Central Defenders
11.147334,8.796616,Central Defenders
7.9149895,10.356305,Central Defenders
10.609717,8.0098295,Central Defenders
9.764757,5.9698887,Defensive Midfielders / Wing Backs
-5.512506,0.15653403,Goalkeepers
-5.133529,0.026412042,Goalkeepers
7.012666,10.94866,Central Defenders
10.666352,7.2238107,Defensive Midfielders / Wing Backs
10.268537,6.6741376,Defensive Midfielders / Wing Backs
-5.010336,13.592502,Young High Performers
10.934205,5.1485806,Defensive Midfielders / Wing Backs
6.0037947,8.58378,Central Midfielders
10.965391,2.9899101,Attacking Midfielders
9.970971,3.3740528,Attacking Midfielders
7.078291,11.003938,Central Defenders
6.7508626,10.470496,Central Defenders
7.1859674,8.920109,Central Midfielders
11.549363,9.156342,Central Defenders
9.476566,2.2704573,Wingers
-4.384901,12.77125,Strikers - Goalscorers
13.958774,-8.211012,Strikers - Goalscorers
-4.7038746,12.884935,Young High Performers
9.851042,2.1653712,Wingers
-5.458832,0.023124479,Goalkeepers
9.196225,9.77278,Central Defenders
6.8563695,9.506878,Central Midfielders
7.1076717,9.925957,Central Defenders
10.943447,9.15785,Central Defenders
11.131487,8.99853,Central Defenders
-5.2829943,0.731333,Goalkeepers
-5.9907846,2.1430619,Goalkeepers
-5.905357,2.0004919,Goalkeepers
-5.583003,0.15369119,Goalkeepers
14.382692,-8.596225,Strikers - Goalscorers
10.25909,4.624469,Attacking Midfielders
-4.5273786,12.857548,Young High Performers
10.52015,1.528001,Strikers
14.370932,-8.609796,Strikers - Goalscorers
9.740111,1.7948684,Wingers
14.2673235,-8.482921,Strikers - Goalscorers
10.604378,2.115337,Wingers
10.393022,3.3586717,Attacking Midfielders
10.370208,3.4422617,Attacking Midfielders
10.821773,6.6448317,Defensive Midfielders / Wing Backs
10.3588915,6.3739038,Defensive Midfielders / Wing Backs
10.350872,5.79279,Defensive Midfielders / Wing Backs
10.6599245,5.74714,Defensive Midfielders / Wing Backs
-4.7784076,13.214406,Young High Performers
11.633241,4.8715997,Defensive Midfielders / Wing Backs
9.341909,3.1294827,Wingers
9.559549,2.0106745,Wingers
11.374299,9.335248,Central Defenders
7.2901626,10.061662,Central Defenders
-5.3359346,0.033289433,Goalkeepers
7.365803,8.711678,Central Midfielders
-4.414837,13.111334,Young High Performers
-5.507184,14.427754,Young High Performers
11.40368,9.022544,Central Defenders
10.490194,7.8557076,Defensive Midfielders / Wing Backs
-5.631335,-0.0018571891,Goalkeepers
6.3360734,9.088159,Central Midfielders
5.98635,8.658905,Central Midfielders
6.347916,8.413971,Defensive Midfielders / Wing Backs
11.062792,6.048365,Defensive Midfielders / Wing Backs
11.557923,6.1998935,Defensive Midfielders / Wing Backs
5.9767323,8.723805,Central Midfielders
7.331118,8.298361,Central Midfielders
-6.2098646,0.2265638,Goalkeepers
10.473258,6.7127647,Defensive Midfielders / Wing Backs
7.855961,9.065311,Central Defenders
10.954979,8.787525,Central Defenders
7.6931415,10.185581,Central Defenders
10.85209,8.411646,Central Defenders
5.6110616,9.557163,Central Midfielders
12.1098995,6.657413,Defensive Midfielders / Wing Backs
12.037581,6.5242286,Defensive Midfielders / Wing Backs
6.41535,7.27235,Central Midfielders
10.836367,1.1329783,Wingers
9.426597,2.5901897,Wingers
9.289931,2.402193,Wingers
10.600288,6.5908155,Defensive Midfielders / Wing Backs
10.5493,6.573062,Defensive Midfielders / Wing Backs
11.119176,5.451139,Defensive Midfielders / Wing Backs
6.1704817,10.186347,Central Defenders
10.351382,4.3435354,Attacking Midfielders
10.889115,7.969817,Defensive Midfielders / Wing Backs
10.722241,7.3616714,Defensive Midfielders / Wing Backs
7.053433,7.1292496,Central Midfielders
7.0195956,7.237912,Central Midfielders
11.697858,7.3856187,Defensive Midfielders / Wing Backs
5.6668854,8.124046,Central Midfielders
11.86749,6.21584,Defensive Midfielders / Wing Backs
11.924524,6.3027015,Defensive Midfielders / Wing Backs
11.686936,5.8151355,Defensive Midfielders / Wing Backs
6.032914,8.849281,Central Midfielders
11.957098,7.440365,Defensive Midfielders / Wing Backs
6.6607227,10.386637,Central Defenders
11.886722,6.973436,Defensive Midfielders / Wing Backs
11.971764,6.492139,Defensive Midfielders / Wing Backs
11.880318,6.0919933,Attacking Midfielders
5.494982,8.495491,Central Midfielders
5.4880347,8.008884,Central Midfielders
-4.8029795,13.029778,Young High Performers
11.698156,4.3731833,Attacking Midfielders
7.0241156,7.1201415,Central Midfielders
6.2604213,9.904036,Central Midfielders
11.18093,9.311372,Central Defenders
6.023884,7.0508885,Central Midfielders
11.0425,5.2666454,Defensive Midfielders / Wing Backs
10.012242,2.5568998,Attacking Midfielders
10.094902,1.7542005,Wingers
9.601285,3.252173,Attacking Midfielders
7.329117,10.102632,Central Defenders
11.5010605,8.815049,Central Defenders
11.739552,9.115103,Central Defenders
11.306225,2.358961,Wingers
11.321818,3.1094348,Attacking Midfielders
11.626155,3.1433003,Attacking Midfielders
9.81924,2.4879515,Wingers
9.603854,3.2505078,Attacking Midfielders
12.452578,4.350254,Attacking Midfielders
12.533176,4.240636,Attacking Midfielders
12.44531,4.244341,Attacking Midfielders
11.796734,8.560948,Central Defenders
11.083282,9.541282,Central Defenders
11.53277,9.156075,Central Defenders
6.531999,11.03792,Central Defenders
7.929967,10.360916,Central Defenders
10.883063,5.2367783,Defensive Midfielders / Wing Backs
6.413965,7.7144895,Central Midfielders
11.198647,4.4513683,Defensive Midfielders / Wing Backs
11.097011,4.1811585,Attacking Midfielders
10.986872,4.2705073,Attacking Midfielders
7.7168,10.4401455,Central Defenders
11.370119,9.152502,Central Defenders
6.9914746,10.625519,Central Defenders
7.8960986,10.462153,Central Defenders
11.296724,8.327187,Central Defenders
9.967304,2.053262,Wingers
9.683469,2.0926688,Attacking Midfielders
7.258139,7.0460677,Central Midfielders
10.270852,5.4894166,Attacking Midfielders
-4.4733744,13.5136175,Young High Performers
-5.043859,14.923735,Young High Performers
6.7331896,10.561021,Central Defenders
-4.4215217,13.216767,Young High Performers
-4.5612,13.5934105,Young High Performers
10.399638,5.832172,Defensive Midfielders / Wing Backs
10.883395,5.79336,Defensive Midfielders / Wing Backs
7.173399,8.635563,Defensive Midfielders / Wing Backs
-5.0249486,14.927463,Young High Performers
10.82472,6.077277,Central Defenders
7.1342015,10.635192,Central Defenders
6.5144086,10.460093,Central Defenders
6.0501223,8.686456,Central Midfielders
6.4246573,9.176972,Central Midfielders
-5.9886503,2.2218308,Goalkeepers
-5.9713163,0.27122107,Goalkeepers
-5.9814343,0.32225534,Goalkeepers
-5.6275663,0.42919654,Goalkeepers
11.129208,9.238353,Central Defenders
6.5177813,10.291341,Central Defenders
10.121414,2.240462,Attacking Midfielders
11.908251,3.2640996,Strikers
-5.506131,14.3193655,Young High Performers
11.378753,8.515772,Central Defenders
7.8540597,10.095189,Central Defenders
10.699011,8.204798,Central Defenders
-4.9596033,12.950792,Young High Performers
12.369132,4.4249005,Attacking Midfielders
7.026277,6.831208,Central Midfielders
-6.075739,0.8266052,Goalkeepers
10.263814,4.508233,Attacking Midfielders
9.41832,9.648149,Central Defenders
10.281975,3.3191543,Attacking Midfielders
10.397685,3.1517847,Attacking Midfielders
10.332391,4.947557,Attacking Midfielders
12.067594,6.7641435,Defensive Midfielders / Wing Backs
5.788738,9.306983,Central Midfielders
7.2592587,10.493686,Central Defenders
7.10236,10.361148,Central Defenders
10.578529,4.4804645,Attacking Midfielders
10.546668,5.511888,Attacking Midfielders
10.248022,5.34136,Defensive Midfielders / Wing Backs
9.803492,3.7990172,Attacking Midfielders
6.2200723,8.1710615,Central Midfielders
-5.4786773,0.055501267,Goalkeepers
6.9443545,7.9924684,Central Midfielders
10.555865,2.5235999,Wingers
9.462278,2.2379189,Wingers
10.93626,3.807796,Attacking Midfielders
10.898301,5.278274,Defensive Midfielders / Wing Backs
7.3680754,9.616915,Central Midfielders
6.422877,10.112389,Central Defenders
10.772696,4.3079157,Defensive Midfielders / Wing Backs
9.537426,2.367507,Wingers
11.611055,4.241266,Attacking Midfielders
11.3952055,9.312087,Central Defenders
6.528822,10.580763,Central Midfielders
6.397232,10.089207,Central Midfielders
-5.4119844,14.4480295,Young High Performers
7.626542,10.17131,Central Defenders
10.844652,2.3192275,Strikers
-4.7392397,13.177508,Young High Performers
12.415324,3.7980118,Attacking Midfielders
-5.03644,13.362636,Young High Performers
10.087725,2.9005702,Attacking Midfielders
11.207323,9.147465,Central Defenders
6.885059,10.91279,Central Defenders
11.307392,9.146888,Central Defenders
-4.5355015,15.463315,Young High Performers
-5.6876564,0.19605507,Goalkeepers
10.455293,4.4661613,Attacking Midfielders
10.417525,5.277827,Attacking Midfielders
-4.9518156,13.082617,Young High Performers
9.542059,2.0085535,Wingers
10.17744,2.8606887,Wingers
14.365758,-8.577207,Strikers - Goalscorers
11.912125,4.5442476,Defensive Midfielders / Wing Backs
11.756876,4.5485067,Defensive Midfielders / Wing Backs
6.484623,7.033658,Central Midfielders
11.60053,2.9974995,Attacking Midfielders
11.300598,3.385709,Attacking Midfielders
-5.1007333,14.9859295,Young High Performers
6.856202,8.770322,Central Midfielders
7.2610693,10.916941,Central Defenders
6.4946566,11.048616,Central Defenders
7.3601995,7.7697077,Central Midfielders
10.448053,5.4195137,Defensive Midfielders / Wing Backs
14.15838,-8.395062,Strikers - Goalscorers
10.666665,6.303145,Defensive Midfielders / Wing Backs
10.591263,7.1620126,Defensive Midfielders / Wing Backs
6.7256947,8.458487,Central Midfielders
11.921371,6.5415907,Defensive Midfielders / Wing Backs
11.975705,6.2362633,Defensive Midfielders / Wing Backs
10.715113,1.3840007,Strikers
11.412883,1.1457243,Strikers
7.346557,9.995155,Central Defenders
11.487128,8.869274,Central Defenders
7.7789445,10.231152,Central Defenders
10.374164,3.6140542,Attacking Midfielders
10.6122,1.5532079,Wingers
10.775144,1.2475319,Wingers
9.356756,2.5685852,Wingers
7.090361,8.289378,Central Midfielders
7.477287,8.850116,Central Defenders
7.772026,8.091613,Central Midfielders
10.218457,6.0539985,Defensive Midfielders / Wing Backs
10.580103,6.1300755,Defensive Midfielders / Wing Backs
10.997929,2.2875786,Attacking Midfielders
11.102154,3.4975414,Attacking Midfielders
10.193974,5.2020783,Attacking Midfielders
11.886303,6.2902827,Defensive Midfielders / Wing Backs
6.311199,7.6433134,Central Midfielders
11.175432,5.1935163,Defensive Midfielders / Wing Backs
11.126887,2.4526222,Wingers
12.424409,4.18064,Attacking Midfielders
11.991496,1.7931445,Defensive Midfielders / Wing Backs
12.764586,3.4180536,Defensive Midfielders / Wing Backs
10.65286,6.4175897,Defensive Midfielders / Wing Backs
9.899289,3.511862,Attacking Midfielders
9.821627,3.5771155,Attacking Midfielders
9.372171,1.6258175,Wingers
10.792726,4.083505,Attacking Midfielders
5.928947,7.960883,Central Midfielders
6.166367,8.06426,Central Midfielders
11.259629,9.015503,Central Defenders
7.4059544,7.591808,Central Midfielders
6.4519563,7.6301055,Central Midfielders
-5.1420627,-0.05941684,Goalkeepers
-5.7344856,0.8004937,Goalkeepers
-5.3621597,0.32423455,Goalkeepers
11.01799,5.5558543,Attacking Midfielders
10.543924,6.2643895,Defensive Midfielders / Wing Backs
-5.0921783,14.383425,Young High Performers
-6.0751076,0.24796066,Goalkeepers
10.596058,6.847449,Defensive Midfielders / Wing Backs
12.724496,3.554196,Defensive Midfielders / Wing Backs
-5.2820606,13.72674,Young High Performers
-4.7049465,13.273974,Young High Performers
6.2131495,7.6381297,Central Midfielders
-5.127175,14.762799,Young High Performers
7.48805,10.97807,Central Defenders
10.757391,6.8485904,Defensive Midfielders / Wing Backs
10.889395,5.4189315,Defensive Midfielders / Wing Backs
10.12535,7.4679513,Strikers
5.474177,7.523594,Central Midfielders
5.8097224,8.984403,Central Midfielders
6.4517107,10.429417,Central Defenders
5.75389,8.922249,Central Midfielders
10.286772,3.8701875,Attacking Midfielders
10.25992,2.064861,Wingers
11.81433,2.7923188,Attacking Midfielders
11.438559,3.3395803,Attacking Midfielders
11.396852,3.0044377,Attacking Midfielders
10.707915,1.884189,Strikers
-5.9796267,2.2214327,Goalkeepers
10.005552,5.3449693,Defensive Midfielders / Wing Backs
5.916548,8.529165,Central Midfielders
14.355959,-8.569193,Strikers - Goalscorers
11.379699,2.271519,Strikers
10.820303,8.55696,Central Defenders
10.806949,8.537284,Central Defenders
11.144626,2.5497203,Attacking Midfielders
11.370771,2.3108163,Attacking Midfielders
9.959321,9.512961,Central Defenders
11.653161,8.832429,Central Defenders
11.510086,9.154946,Central Defenders
6.9975443,10.638442,Central Defenders
11.345981,1.6578292,Wingers
5.917015,10.069065,Central Midfielders
11.873112,1.952248,Strikers
6.466122,8.272792,Central Midfielders
10.093071,3.4767618,Attacking Midfielders
5.4387393,9.108015,Central Midfielders
5.644412,9.531065,Central Midfielders
10.363499,3.7118,Attacking Midfielders
10.161439,5.123075,Defensive Midfielders / Wing Backs
10.604506,4.4460044,Attacking Midfielders
12.098813,6.6901803,Defensive Midfielders / Wing Backs
9.491813,4.1524405,Attacking Midfielders
10.846792,6.1361027,Defensive Midfielders / Wing Backs
10.897482,3.1438446,Attacking Midfielders
6.615716,6.871242,Attacking Midfielders
11.779542,7.2023807,Defensive Midfielders / Wing Backs
-5.9927535,0.27577198,Goalkeepers
-5.9500504,0.8149665,Goalkeepers
10.0031395,4.344899,Attacking Midfielders
10.220147,3.7532392,Attacking Midfielders
10.674288,5.2479997,Defensive Midfielders / Wing Backs
-5.8305807,0.31120357,Goalkeepers
10.114488,3.194412,Attacking Midfielders
10.301271,1.79652,Wingers
10.842178,1.2779613,Strikers
10.186512,3.612476,Attacking Midfielders
-5.2597227,0.7422119,Goalkeepers
10.067621,5.023782,Attacking Midfielders
10.192615,5.1250496,Attacking Midfielders
5.8050876,8.81794,Central Midfielders
10.545536,3.8562748,Attacking Midfielders
-4.9871836,12.97253,Young High Performers
6.785235,7.7900405,Central Midfielders
7.144117,7.138595,Central Midfielders
7.7013197,7.9542327,Central Midfielders
9.65454,6.187171,Defensive Midfielders / Wing Backs
7.177124,8.3065195,Central Midfielders
-5.035134,14.976788,Young High Performers
11.980439,6.517743,Defensive Midfielders / Wing Backs
5.6713634,8.553978,Central Midfielders
10.232088,2.2578382,Strikers
10.12196,2.911585,Wingers
10.954217,5.3385334,Defensive Midfielders / Wing Backs
9.685437,3.3529625,Attacking Midfielders
11.470375,5.7941713,Defensive Midfielders / Wing Backs
5.719132,7.4429255,Central Midfielders
11.853026,5.5675583,Attacking Midfielders
9.570766,2.38115,Wingers
11.334354,2.3524833,Wingers
11.885003,3.090982,Attacking Midfielders
5.9831305,7.6150165,Central Midfielders
12.016928,4.5390587,Attacking Midfielders
14.122688,-8.361397,Strikers - Goalscorers
11.123163,1.4923759,Strikers
11.0957365,1.3945087,Strikers
7.7664886,10.3776865,Central Defenders
10.883196,8.927171,Central Defenders
9.95832,9.248844,Central Defenders
7.8365607,10.388131,Central Defenders
11.283397,9.166583,Central Defenders
9.673915,9.358749,Central Defenders
7.8237104,10.281959,Central Defenders
-4.7550726,12.97138,Young High Performers
9.650321,3.8057692,Wingers
7.35992,11.014004,Central Defenders
7.2909913,11.038091,Central Defenders
10.835504,3.3102195,Attacking Midfielders
9.717227,2.0536232,Attacking Midfielders
9.307374,2.9060173,Wingers
7.7145023,10.294082,Central Defenders
11.465163,9.239446,Central Defenders
-6.3085904,2.5217817,Goalkeepers
-6.2201824,2.306326,Goalkeepers
-5.8599787,-0.009282349,Goalkeepers
11.325333,5.2636094,Defensive Midfielders / Wing Backs
9.951483,4.3187113,Attacking Midfielders
10.95835,3.7812476,Attacking Midfielders
10.852321,3.9518368,Attacking Midfielders
11.785192,5.9950886,Defensive Midfielders / Wing Backs
5.329694,9.061949,Central Midfielders
10.903904,2.2853525,Wingers
10.672817,2.5360093,Wingers
11.213963,3.3922887,Defensive Midfielders / Wing Backs
7.308213,10.10542,Central Defenders
6.46423,10.813488,Central Defenders
7.0244994,10.319684,Central Defenders
10.342224,5.9670978,Defensive Midfielders / Wing Backs
11.878255,2.0047402,Strikers
11.522858,2.6443872,Attacking Midfielders
10.431799,3.6816647,Attacking Midfielders
6.272715,8.114383,Central Midfielders
10.674618,1.1291126,Wingers
11.136871,8.023449,Defensive Midfielders / Wing Backs
7.732594,9.939901,Central Defenders
10.492632,7.804244,Central Defenders
10.248318,1.3874446,Wingers
10.356576,1.3265773,Strikers
9.409566,2.5913615,Wingers
-5.370327,0.18780662,Goalkeepers
-6.216561,2.5106637,Goalkeepers
-6.2094164,2.3015356,Goalkeepers
-6.2566667,2.0777733,Goalkeepers
7.84682,10.250953,Central Defenders
11.1506605,9.249485,Central Defenders
11.3285885,9.154435,Central Defenders
6.6710277,9.072502,Central Midfielders
9.532034,2.8103125,Wingers
6.00431,8.833351,Defensive Midfielders / Wing Backs
5.4979434,9.0599375,Central Midfielders
5.8319287,9.13701,Central Midfielders
11.951203,5.76616,Defensive Midfielders / Wing Backs
12.019323,5.1131935,Attacking Midfielders
10.062734,3.684351,Attacking Midfielders
6.7525444,6.922136,Central Midfielders
10.688663,3.9832935,Defensive Midfielders / Wing Backs
10.743595,6.013069,Defensive Midfielders / Wing Backs
7.1111403,8.217856,Central Midfielders
-5.434303,-0.3036913,Goalkeepers
-5.5002637,0.93708974,Goalkeepers
-6.1218004,0.3237593,Goalkeepers
11.446398,8.673,Defensive Midfielders / Wing Backs
7.817852,10.191001,Central Defenders
7.334184,10.906085,Central Defenders
11.196225,8.207363,Defensive Midfielders / Wing Backs
11.127984,8.178878,Defensive Midfielders / Wing Backs
10.13552,4.5967226,Attacking Midfielders
11.261131,3.800031,Attacking Midfielders
11.206318,5.8454046,Defensive Midfielders / Wing Backs
11.157908,5.8335395,Defensive Midfielders / Wing Backs
11.079693,6.681224,Defensive Midfielders / Wing Backs
6.1796603,8.253872,Central Midfielders
-4.8215375,12.931078,Young High Performers
10.935484,1.8687658,Strikers
9.759163,2.0787086,Wingers
14.027215,-8.275122,Strikers - Goalscorers
6.380787,9.160823,Central Midfielders
11.844781,6.302296,Defensive Midfielders / Wing Backs
12.173467,8.074843,Central Defenders
9.801212,5.009313,Attacking Midfielders
9.80256,5.274983,Attacking Midfielders
7.2558956,8.657896,Central Midfielders
6.146873,10.243871,Central Defenders
12.287268,6.294925,Defensive Midfielders / Wing Backs
6.3357215,7.930472,Central Midfielders
5.5914593,9.193549,Central Midfielders
10.602803,6.250115,Defensive Midfielders / Wing Backs
11.75075,4.218075,Attacking Midfielders
10.493068,5.5005994,Defensive Midfielders / Wing Backs
10.550553,5.656823,Defensive Midfielders / Wing Backs
7.639251,8.140587,Central Midfielders
6.9381313,8.195771,Central Midfielders
10.6253805,5.3281527,Defensive Midfielders / Wing Backs
10.813636,4.6429043,Defensive Midfielders / Wing Backs
10.681083,4.83048,Defensive Midfielders / Wing Backs
6.0605273,8.1885195,Central Midfielders
5.4749575,8.91049,Central Midfielders
10.368569,4.301902,Attacking Midfielders
7.1895356,10.114491,Central Defenders
7.193307,10.390079,Central Defenders
11.573468,9.112168,Central Defenders
7.198321,7.458361,Central Midfielders
7.3573923,7.8187885,Attacking Midfielders
7.315949,8.541856,Central Midfielders
10.529896,3.1963701,Attacking Midfielders
11.806297,1.8995748,Strikers
10.810401,2.5097637,Wingers
9.688275,3.2858706,Attacking Midfielders
10.955341,8.3126955,Central Defenders
10.664569,7.8017836,Defensive Midfielders / Wing Backs
10.669445,7.563155,Central Defenders
-4.5716176,13.011209,Young High Performers
9.625651,1.8348614,Wingers
10.303909,1.7494246,Wingers
10.802677,1.2238045,Strikers
10.822308,3.3824873,Wingers
7.0438633,7.3179474,Central Midfielders
10.003934,1.6437135,Wingers
10.491044,6.585647,Defensive Midfielders / Wing Backs
11.457464,4.564839,Defensive Midfielders / Wing Backs
11.223378,9.577547,Central Defenders
9.1904745,1.5910652,Wingers
10.027288,2.7316194,Wingers
9.646068,3.3246815,Attacking Midfielders
9.480772,2.8809206,Attacking Midfielders
-4.5172534,15.495678,Young High Performers
-6.1026363,2.3000815,Goalkeepers
11.477248,1.2831744,Strikers
9.934771,4.822635,Attacking Midfielders
9.879278,4.814806,Defensive Midfielders / Wing Backs
-4.4286532,13.152906,Young High Performers
9.699611,5.302933,Attacking Midfielders
-6.2446322,0.7608716,Goalkeepers
-5.713354,1.016896,Goalkeepers
9.7452755,6.3146315,Defensive Midfielders / Wing Backs
9.877916,6.389373,Defensive Midfielders / Wing Backs
9.747023,6.3905883,Defensive Midfielders / Wing Backs
-5.077496,14.699134,Young High Performers
7.8715887,10.300368,Central Defenders
11.645265,9.022793,Central Defenders
-5.8546886,0.36139023,Goalkeepers
7.6110964,7.825501,Central Midfielders
10.408618,6.4416842,Defensive Midfielders / Wing Backs
7.8405232,8.517056,Central Midfielders
11.1004,6.213925,Defensive Midfielders / Wing Backs
10.680734,1.7017493,Strikers
10.482809,1.8871577,Strikers
11.929709,4.3051596,Attacking Midfielders
10.371882,1.3972061,Wingers
10.969075,1.103901,Strikers
6.6622906,9.817372,Central Defenders
12.219748,3.6861775,Attacking Midfielders
12.362323,3.818307,Attacking Midfielders
12.359034,4.432276,Defensive Midfielders / Wing Backs
11.548579,2.9149015,Attacking Midfielders
6.0875297,6.924638,Central Midfielders
10.255602,3.970081,Attacking Midfielders
6.145671,7.197057,Central Midfielders
12.086928,7.4019337,Defensive Midfielders / Wing Backs
-4.8841734,12.979532,Young High Performers
11.795533,5.26504,Defensive Midfielders / Wing Backs
11.010576,5.7520604,Defensive Midfielders / Wing Backs
11.135876,5.163792,Attacking Midfielders
7.914137,8.493868,Central Midfielders
9.999647,3.6110573,Attacking Midfielders
11.064066,5.7680254,Defensive Midfielders / Wing Backs
6.079529,9.048926,Central Midfielders
11.039075,6.5322127,Defensive Midfielders / Wing Backs
7.0262613,8.383331,Central Midfielders
10.522808,6.6350274,Defensive Midfielders / Wing Backs
10.905295,1.064482,Strikers
9.422617,2.5840628,Wingers
6.5129313,10.6028,Central Defenders
11.135569,5.681231,Defensive Midfielders / Wing Backs
10.8966255,1.3708227,Strikers
11.089852,1.2562573,Strikers
11.023476,9.337301,Central Defenders
7.954935,10.264154,Central Defenders
7.2204843,10.898312,Central Defenders
6.1216455,9.684779,Central Defenders
10.589513,3.7401373,Central Midfielders
6.506897,7.9786997,Central Midfielders
6.7451468,8.26732,Central Midfielders
11.061245,2.5569115,Attacking Midfielders
10.23006,1.7514454,Wingers
10.454289,5.211197,Attacking Midfielders
6.5178185,8.225542,Central Midfielders
10.633841,6.730152,Defensive Midfielders / Wing Backs
6.005553,8.590042,Central Midfielders
11.440262,6.262398,Defensive Midfielders / Wing Backs
10.121364,4.2070084,Attacking Midfielders
10.093676,3.9988873,Attacking Midfielders
5.97243,9.387481,Central Midfielders
