U1,U2,Position
10.476692,2.9753308,Attacking Midfielders
10.25529,5.5076556,Defensive Midfielders / Wing Backs
6.631356,7.2630076,Central Midfielders
11.690425,3.475916,Attacking Midfielders
9.624865,5.3134966,Defensive Midfielders / Wing Backs
10.19243,2.8030887,Wingers
-4.4546423,13.27946,Young High Performers
11.811646,6.777438,Defensive Midfielders / Wing Backs
6.5610576,10.62796,Central Defenders
10.609034,7.5795364,Defensive Midfielders / Wing Backs
10.521637,7.4839435,Defensive Midfielders / Wing Backs
12.2564,6.8710003,Defensive Midfielders / Wing Backs
-6.2711034,2.3732655,Goalkeepers
-6.0725303,-0.23832671,Goalkeepers
7.1288543,11.020167,Central Defenders
10.242371,2.570663,Wingers
11.804974,3.4863226,Attacking Midfielders
10.277447,1.9561235,Wingers
6.9408565,10.920154,Central Defenders
7.3016057,10.240353,Central Defenders
6.6724925,10.860349,Central Defenders
10.52885,5.613697,Defensive Midfielders / Wing Backs
6.1904297,7.438688,Central Midfielders
10.105593,1.6054201,Wingers
9.815714,2.465867,Wingers
-4.644372,12.87125,Young High Performers
7.690757,10.129566,Central Defenders
11.659526,9.315418,Central Defenders
6.561218,11.149685,Central Defenders
10.567806,3.7937682,Attacking Midfielders
10.399343,1.876195,Wingers
9.355115,2.098848,Wingers
9.964498,2.2543263,Attacking Midfielders
10.182825,7.715457,Defensive Midfielders / Wing Backs
7.7935486,9.820012,Central Defenders
11.286401,8.230789,Central Defenders
9.3328285,1.3719333,Wingers
7.358792,8.018071,Central Midfielders
-4.593915,12.9286175,Young High Performers
-4.584405,13.413763,Young High Performers
11.458665,9.151489,Central Defenders
10.564246,4.6808047,Attacking Midfielders
10.806903,4.347433,Attacking Midfielders
10.927471,4.9972234,Attacking Midfielders
6.2235837,7.5748615,Central Midfielders
11.052906,2.9270594,Attacking Midfielders
11.506237,1.9452572,Strikers
-4.856899,12.978544,Young High Performers
10.932005,1.1396781,Strikers
14.103906,-8.338448,Strikers
14.012889,-8.26238,Strikers - Goalscorers
-4.820736,12.852389,Young High Performers
14.371511,-8.58023,Strikers - Goalscorers
7.778738,9.914523,Central Defenders
7.6849713,9.731152,Central Midfielders
9.817293,9.359941,Central Defenders
-5.359534,0.22537221,Goalkeepers
11.044746,2.1641772,Wingers
11.083387,2.2670667,Attacking Midfielders
6.46963,9.286107,Central Midfielders
10.753916,6.116751,Defensive Midfielders / Wing Backs
6.887423,7.63635,Central Midfielders
10.413567,6.2920485,Defensive Midfielders / Wing Backs
10.390803,1.9107136,Wingers
-5.947545,2.206846,Goalkeepers
-6.212407,0.08839834,Goalkeepers
10.997755,6.4067454,Defensive Midfielders / Wing Backs
6.509039,7.704,Central Midfielders
10.554171,2.4906418,Wingers
10.713582,2.4075975,Strikers
6.976168,6.7013183,Central Midfielders
6.481503,7.9661593,Central Midfielders
9.415293,3.0145082,Wingers
9.324116,1.9854703,Wingers
10.309217,3.4611373,Attacking Midfielders
10.720649,3.3516028,Wingers
11.194966,3.426951,Attacking Midfielders
6.7936325,10.78885,Central Defenders
11.609736,9.079405,Central Defenders
5.9880495,7.526009,Central Midfielders
11.35374,3.833629,Attacking Midfielders
11.020414,4.695371,Defensive Midfielders / Wing Backs
5.7380652,7.732091,Central Midfielders
10.00645,5.8061895,Attacking Midfielders
11.607204,6.2945986,Defensive Midfielders / Wing Backs
7.4534082,8.404705,Central Midfielders
10.016119,3.9286013,Attacking Midfielders
-6.2233768,2.1297953,Goalkeepers
-4.9723506,13.366249,Young High Performers
11.835082,4.4785066,Defensive Midfielders / Wing Backs
11.724858,9.229179,Central Defenders
-4.774802,14.188872,Young High Performers
7.137745,9.431542,Central Defenders
-4.834111,12.804344,Young High Performers
9.257062,1.3438162,Wingers
7.125673,10.16485,Central Defenders
6.954417,10.347759,Central Midfielders
6.708443,10.784623,Central Defenders
11.0388,8.639321,Central Defenders
10.486837,8.001684,Defensive Midfielders / Wing Backs
14.350787,-8.556671,Strikers - Goalscorers
12.092789,3.3311057,Attacking Midfielders
9.416444,2.5640328,Wingers
11.252366,1.1756046,Strikers
10.725244,1.105348,Wingers
6.979946,8.513896,Central Midfielders
10.902934,6.580783,Defensive Midfielders / Wing Backs
9.299383,2.4899669,Wingers
9.726559,2.6412318,Wingers
9.405969,3.9843192,Attacking Midfielders
6.6348844,10.854205,Central Defenders
-5.3754306,14.578467,Young High Performers
11.093218,4.3265996,Attacking Midfielders
-4.586406,12.945206,Young High Performers
6.9480953,6.6962337,Central Midfielders
7.046228,7.2971983,Central Midfielders
6.2349977,7.827812,Central Midfielders
7.348368,8.803715,Central Midfielders
11.735065,4.399554,Attacking Midfielders
-6.273262,0.65205365,Goalkeepers
-6.0513515,0.32816494,Goalkeepers
-5.3882985,14.326697,Young High Performers
7.208663,9.978759,Central Defenders
7.483118,9.303085,Central Midfielders
10.732996,2.2605002,Strikers
10.37657,2.292645,Wingers
6.4701996,9.299219,Central Midfielders
6.1884065,8.618268,Central Midfielders
6.0267625,9.469726,Central Midfielders
-5.5607667,14.412212,Young High Performers
7.374912,8.258157,Central Midfielders
-5.889269,0.015770383,Goalkeepers
-5.969488,1.9983761,Goalkeepers
6.408595,9.360182,Central Midfielders
-5.3731337,13.805525,Young High Performers
11.260978,2.1324742,Wingers
10.999358,5.605867,Defensive Midfielders / Wing Backs
10.725912,5.161583,Defensive Midfielders / Wing Backs
9.38693,1.7722948,Wingers
10.478632,4.7422132,Attacking Midfielders
11.778863,6.552785,Defensive Midfielders / Wing Backs
6.43524,8.60316,Central Midfielders
5.92133,8.020687,Central Midfielders
6.147915,9.041517,Central Midfielders
12.193626,7.911184,Central Defenders
12.548048,4.359832,Attacking Midfielders
10.44101,5.092201,Defensive Midfielders / Wing Backs
10.263707,5.069347,Attacking Midfielders
11.315875,9.613181,Central Defenders
10.572199,3.4542444,Attacking Midfielders
10.139304,3.6036313,Attacking Midfielders
11.497875,3.6365774,Attacking Midfielders
14.324543,-8.545902,Strikers - Goalscorers
9.701572,1.7871917,Wingers
9.48782,2.015566,Wingers
7.3651958,7.4928975,Central Midfielders
10.066895,3.9473238,Attacking Midfielders
9.739359,5.0531454,Attacking Midfielders
10.627038,3.5378613,Wingers
10.828982,5.053039,Defensive Midfielders / Wing Backs
-5.403629,0.38856518,Goalkeepers
5.4749236,8.607426,Central Midfielders
6.4275737,9.727805,Central Midfielders
6.330064,8.463412,Central Midfielders
6.2673273,9.096684,Central Midfielders
-4.6046767,12.836414,Young High Performers
11.782675,2.5936403,Strikers
5.7299995,8.89892,Central Midfielders
12.079186,6.761478,Defensive Midfielders / Wing Backs
6.4010515,7.60778,Central Midfielders
7.881348,10.44112,Central Defenders
-5.5728636,0.6950435,Goalkeepers
-4.509827,15.510684,Young High Performers
-6.2009945,0.19273163,Goalkeepers
5.917923,8.758449,Central Midfielders
10.972679,2.3557374,Wingers
10.881693,1.2612851,Wingers
7.015046,11.0412445,Central Defenders
6.4417953,6.892991,Central Midfielders
-4.6592765,12.799148,Young High Performers
9.806672,5.6392446,Defensive Midfielders / Wing Backs
7.9110456,10.324788,Central Defenders
-4.6638594,14.363606,Young High Performers
10.649511,8.793885,Central Defenders
5.4779644,8.729482,Central Midfielders
5.5565553,8.905445,Central Midfielders
5.441226,7.5094256,Central Midfielders
5.6241355,7.3350596,Central Midfielders
7.2206817,10.558809,Central Defenders
6.9493175,10.595102,Central Defenders
11.032366,9.534635,Central Defenders
-6.266466,0.60655963,Goalkeepers
-5.932047,1.9717134,Goalkeepers
10.555747,3.4432604,Wingers
10.639385,5.745356,Defensive Midfielders / Wing Backs
11.990988,4.861473,Attacking Midfielders
6.1428466,8.899329,Central Midfielders
-4.93195,14.077822,Young High Performers
10.90617,7.3972015,Defensive Midfielders / Wing Backs
-4.6906734,13.676195,Young High Performers
-5.35169,14.327688,Young High Performers
12.001206,7.3765435,Central Defenders
6.0117354,9.6384945,Central Midfielders
7.758535,8.345959,Central Midfielders
7.261915,8.382272,Central Midfielders
10.403637,1.1294583,Wingers
9.366948,2.1017778,Wingers
11.427521,9.285393,Central Defenders
11.322411,9.114249,Central Defenders
6.599617,8.487066,Defensive Midfielders / Wing Backs
8.099784,9.398728,Central Defenders
12.232543,6.359701,Defensive Midfielders / Wing Backs
12.340877,6.566166,Defensive Midfielders / Wing Backs
14.01496,-8.26451,Strikers - Goalscorers
11.597508,2.2141318,Strikers
10.257022,1.4438322,Strikers
9.378905,2.6901686,Wingers
12.349327,6.5054812,Defensive Midfielders / Wing Backs
5.714033,9.686529,Central Midfielders
6.8758965,6.740857,Central Midfielders
11.05212,3.3268583,Wingers
9.690291,3.8156147,Attacking Midfielders
9.540918,5.312247,Defensive Midfielders / Wing Backs
9.766346,6.046707,Defensive Midfielders / Wing Backs
10.447422,1.8560594,Wingers
7.2533803,7.065535,Central Midfielders
11.115912,1.7192296,Attacking Midfielders
10.92902,5.067274,Attacking Midfielders
10.360865,4.9754796,Attacking Midfielders
6.8830366,7.929434,Central Midfielders
6.7420387,9.998319,Central Midfielders
-4.7166533,13.038841,Young High Performers
11.014256,2.3489568,Strikers
-6.10816,0.14067881,Goalkeepers
-6.203145,2.2805388,Goalkeepers
7.27053,7.9990773,Central Midfielders
10.033242,5.7515173,Defensive Midfielders / Wing Backs
11.98188,5.034899,Attacking Midfielders
11.75268,5.379277,Attacking Midfielders
9.56335,4.0371804,Attacking Midfielders
7.4862695,7.9001875,Attacking Midfielders
7.507475,8.09017,Central Midfielders
6.081458,9.264673,Central Midfielders
-5.276323,13.764532,Young High Performers
14.249841,-8.467714,Strikers - Goalscorers
14.133178,-8.366404,Strikers
11.110559,1.2533178,Strikers
6.6405725,10.240955,Central Defenders
7.315946,10.911151,Central Defenders
6.617826,10.863687,Central Defenders
11.438506,3.3575423,Attacking Midfielders
11.734872,3.5197964,Attacking Midfielders
10.21733,3.5305593,Attacking Midfielders
11.028308,6.2580323,Defensive Midfielders / Wing Backs
6.4492116,9.300624,Central Midfielders
10.033292,5.6653028,Attacking Midfielders
10.262817,5.5580826,Defensive Midfielders / Wing Backs
11.248163,9.079335,Central Defenders
6.9752417,10.52961,Central Defenders
10.758054,7.209659,Central Midfielders
10.589219,6.8485317,Defensive Midfielders / Wing Backs
10.263726,2.5847979,Attacking Midfielders
10.393442,2.6546512,Attacking Midfielders
14.373508,-8.582359,Strikers - Goalscorers
9.709119,1.9916879,Wingers
10.12186,1.663128,Wingers
11.678987,6.9805255,Defensive Midfielders / Wing Backs
5.586435,8.708021,Central Midfielders
9.344688,2.7810442,Wingers
11.872065,7.2850647,Defensive Midfielders / Wing Backs
-5.2507744,0.67646515,Goalkeepers
10.069939,1.1285113,Wingers
6.422723,7.085277,Central Midfielders
-5.188187,14.7804365,Young High Performers
7.627075,7.7976923,Central Midfielders
7.676599,7.7780733,Central Midfielders
11.137454,5.2198086,Defensive Midfielders / Wing Backs
9.978459,3.2782516,Attacking Midfielders
11.454963,3.384474,Attacking Midfielders
-4.80237,13.082948,Young High Performers
10.2796,7.297875,Defensive Midfielders / Wing Backs
7.745998,10.023484,Central Defenders
7.527992,10.04855,Central Defenders
10.009729,5.418136,Defensive Midfielders / Wing Backs
10.6301985,8.413222,Central Defenders
11.63388,8.727457,Defensive Midfielders / Wing Backs
10.261687,8.074764,Central Defenders
12.681123,3.6836383,Defensive Midfielders / Wing Backs
9.329325,2.4821823,Wingers
9.305124,1.4476782,Wingers
9.288107,1.3955998,Wingers
12.089038,6.352114,Defensive Midfielders / Wing Backs
12.186796,6.05811,Defensive Midfielders / Wing Backs
11.711198,5.7354,Defensive Midfielders / Wing Backs
-4.7011294,12.779801,Young High Performers
11.600904,2.494963,Strikers
7.870591,10.082253,Central Defenders
7.070384,7.7725353,Central Midfielders
6.3455873,8.369858,Central Midfielders
10.493105,8.808338,Central Defenders
10.274541,8.715121,Central Defenders
9.832411,3.856831,Defensive Midfielders / Wing Backs
6.054573,7.5182586,Central Midfielders
10.443633,6.2505245,Attacking Midfielders
7.279836,10.531772,Central Defenders
9.593082,9.549803,Central Defenders
10.414105,4.0549297,Attacking Midfielders
6.5508413,7.747085,Central Midfielders
11.2701845,6.9758286,Defensive Midfielders / Wing Backs
5.9223514,9.460591,Central Midfielders
6.1102166,9.102068,Central Midfielders
11.470924,9.418155,Central Defenders
6.8936453,10.065223,Central Midfielders
11.795535,4.6754723,Attacking Midfielders
11.788943,4.1202106,Attacking Midfielders
10.889991,4.118238,Attacking Midfielders
-5.0146894,14.903758,Young High Performers
11.181118,1.2647226,Strikers
11.6796055,2.7524734,Attacking Midfielders
11.669679,2.3849242,Strikers
9.384547,9.617256,Central Defenders
9.506552,9.617934,Central Defenders
10.283831,7.388781,Defensive Midfielders / Wing Backs
11.138069,9.11821,Central Defenders
6.510025,7.1333776,Central Midfielders
6.5561347,10.460322,Central Defenders
7.1143126,10.426969,Central Defenders
11.008953,1.109114,Strikers
14.012664,-8.2618265,Strikers - Goalscorers
9.877346,6.2045946,Defensive Midfielders / Wing Backs
7.691178,8.454214,Central Midfielders
6.2100344,7.8574095,Central Midfielders
6.0528984,9.285493,Central Midfielders
10.851579,1.3300953,Wingers
11.959122,7.1646967,Defensive Midfielders / Wing Backs
11.811911,6.812416,Defensive Midfielders / Wing Backs
11.641976,8.703014,Defensive Midfielders / Wing Backs
12.049232,1.780688,Strikers
11.957184,1.612667,Strikers
-5.775784,0.9631878,Goalkeepers
-6.072794,2.1774008,Goalkeepers
-6.139587,0.6813848,Goalkeepers
12.004153,3.5082855,Attacking Midfielders
11.9673395,2.3498087,Strikers
12.461357,3.2416925,Strikers
11.488818,9.580176,Central Defenders
11.511333,9.024017,Central Defenders
9.449016,9.613849,Central Defenders
5.654358,9.264027,Central Midfielders
6.498874,9.008309,Central Midfielders
5.6866946,8.347686,Central Midfielders
9.589897,2.053131,Wingers
-5.0459766,13.095728,Young High Performers
11.768418,3.270995,Attacking Midfielders
11.276874,4.094597,Attacking Midfielders
11.200703,8.6965065,Central Defenders
7.7240534,10.049358,Central Defenders
9.601494,2.017174,Wingers
7.1791844,9.158838,Central Midfielders
11.705756,8.826454,Defensive Midfielders / Wing Backs
11.581542,8.67692,Central Defenders
7.3467355,10.524558,Central Defenders
11.625559,9.299107,Central Defenders
7.2492714,8.118712,Central Midfielders
-4.8509336,14.236926,Young High Performers
11.809883,9.208402,Central Defenders
-5.107878,0.007913066,Goalkeepers
6.417065,10.662326,Central Defenders
-5.2624707,13.56535,Young High Performers
11.357832,5.552959,Defensive Midfielders / Wing Backs
6.2187443,7.3164687,Central Midfielders
5.8840685,7.61666,Central Midfielders
6.0142183,8.203998,Central Midfielders
7.1610365,6.747113,Central Midfielders
12.155245,6.9418483,Defensive Midfielders / Wing Backs
7.5462313,10.359782,Central Defenders
5.6866736,9.4852705,Central Midfielders
10.069906,1.7001755,Wingers
6.2727084,7.576517,Central Midfielders
10.379681,5.170876,Defensive Midfielders / Wing Backs
6.6993046,7.7975755,Central Midfielders
6.650097,11.106171,Central Defenders
10.2671585,1.3987916,Strikers
11.032591,5.378422,Defensive Midfielders / Wing Backs
9.97405,3.1888227,Attacking Midfielders
10.537945,2.5769775,Attacking Midfielders
11.000368,1.8757164,Attacking Midfielders
-6.0568905,-0.1920423,Goalkeepers
10.428045,4.126113,Attacking Midfielders
5.467001,7.5728736,Central Midfielders
11.87713,6.8098326,Defensive Midfielders / Wing Backs
10.379229,6.223341,Defensive Midfielders / Wing Backs
7.6787868,9.701376,Central Midfielders
8.129477,9.38836,Central Defenders
9.532421,1.5992877,Wingers
9.544417,1.5826342,Wingers
7.7344494,8.153751,Central Midfielders
7.552885,8.426335,Central Midfielders
10.094658,7.1270447,Central Midfielders
10.798245,8.055667,Defensive Midfielders / Wing Backs
10.323374,8.721676,Central Defenders
10.6820755,3.7826881,Attacking Midfielders
11.9113,2.2935672,Defensive Midfielders / Wing Backs
10.422672,3.240279,Attacking Midfielders
10.4566765,2.5497077,Wingers
12.049967,5.7145605,Attacking Midfielders
5.4534264,8.815457,Central Midfielders
11.044533,2.8715096,Attacking Midfielders
10.22466,3.9299834,Attacking Midfielders
12.33239,2.774756,Strikers
11.804414,4.0471783,Attacking Midfielders
9.535675,2.2554479,Wingers
10.749368,8.215884,Defensive Midfielders / Wing Backs
6.620539,9.658945,Central Midfielders
11.087494,8.894622,Central Defenders
11.624407,8.893116,Central Defenders
11.697074,4.67975,Attacking Midfielders
5.9385257,8.976799,Central Midfielders
9.554362,3.2162287,Attacking Midfielders
11.334777,5.478494,Defensive Midfielders / Wing Backs
11.094255,6.64869,Defensive Midfielders / Wing Backs
10.754651,6.023652,Defensive Midfielders / Wing Backs
7.429504,9.427713,Central Defenders
9.6712,6.2430687,Defensive Midfielders / Wing Backs
9.827622,6.4071345,Defensive Midfielders / Wing Backs
10.479693,6.0104504,Defensive Midfielders / Wing Backs
10.328746,5.4191346,Defensive Midfielders / Wing Backs
7.2346473,7.499661,Central Midfielders
11.156208,8.233595,Central Defenders
10.810678,5.6182203,Defensive Midfielders / Wing Backs
11.904484,4.70217,Attacking Midfielders
11.421392,5.2850685,Defensive Midfielders / Wing Backs
11.760833,5.0327196,Defensive Midfielders / Wing Backs
5.8703156,9.787603,Central Midfielders
7.0310507,8.093887,Central Midfielders
7.195562,7.5610824,Central Midfielders
7.50915,8.285043,Defensive Midfielders / Wing Backs
7.8849783,8.565689,Central Midfielders
7.522119,8.728221,Central Midfielders
10.7899,1.8730711,Strikers
9.360303,1.3886139,Wingers
9.208533,1.7299243,Wingers
11.30473,2.4494302,Wingers
11.909966,1.858101,Strikers
5.5074325,8.566949,Central Midfielders
-5.9927826,2.2616467,Goalkeepers
-5.5644045,0.13135691,Goalkeepers
-5.841923,0.55704224,Goalkeepers
7.2960825,10.513033,Central Midfielders
11.765707,3.345613,Attacking Midfielders
12.163531,3.9224386,Attacking Midfielders
12.617395,3.5722692,Defensive Midfielders / Wing Backs
-5.345376,14.588061,Young High Performers
10.821141,2.9291348,Attacking Midfielders
10.972814,1.512552,Strikers
11.234586,2.8027647,Attacking Midfielders
10.497597,2.751696,Attacking Midfielders
7.0801296,10.326051,Central Defenders
7.370996,10.857583,Central Defenders
10.999368,1.3916361,Strikers
11.736714,2.61033,Attacking Midfielders
11.7041855,2.9666238,Attacking Midfielders
11.2140255,2.7268295,Attacking Midfielders
10.314335,2.4306738,Wingers
9.841826,2.2411048,Wingers
11.187914,1.490677,Wingers
10.15421,2.7295446,Wingers
10.932275,1.1835576,Strikers
10.983897,1.3142971,Wingers
-5.4123154,14.521716,Young High Performers
-5.4264803,14.434016,Young High Performers
-5.383768,14.554181,Young High Performers
-5.8270774,0.926788,Goalkeepers
-4.895313,13.640699,Young High Performers
-5.769514,-0.08548652,Goalkeepers
-5.747499,0.90364486,Goalkeepers
-5.6987343,0.99924225,Goalkeepers
6.3909926,6.869894,Attacking Midfielders
10.530936,1.1953573,Wingers
11.383001,8.373772,Defensive Midfielders / Wing Backs
5.7635407,7.8958626,Central Midfielders
7.3540273,8.788078,Central Defenders
11.629357,5.024574,Attacking Midfielders
11.543801,4.6437435,Central Midfielders
12.034798,5.0691066,Defensive Midfielders / Wing Backs
7.713359,10.151182,Central Defenders
7.703339,10.272321,Central Defenders
11.696033,7.0503902,Defensive Midfielders / Wing Backs
11.635565,7.1030464,Defensive Midfielders / Wing Backs
-4.4242883,13.190323,Young High Performers
-4.519977,13.407878,Young High Performers
7.0239525,7.881062,Central Midfielders
12.01403,7.218962,Defensive Midfielders / Wing Backs
11.98239,7.0179677,Defensive Midfielders / Wing Backs
5.4876375,7.5808096,Central Midfielders
10.924118,6.974431,Defensive Midfielders / Wing Backs
-5.1668954,14.900994,Young High Performers
-5.248618,14.703922,Young High Performers
-4.5188117,15.502761,Young High Performers
-6.0945935,0.28800255,Goalkeepers
11.830803,3.9491706,Attacking Midfielders
10.611393,4.582024,Attacking Midfielders
11.396135,4.4682302,Attacking Midfielders
10.606608,3.3158398,Attacking Midfielders
6.8343225,7.5766325,Central Midfielders
10.702525,6.277341,Defensive Midfielders / Wing Backs
10.69132,7.3805366,Defensive Midfielders / Wing Backs
10.706742,5.6576257,Defensive Midfielders / Wing Backs
6.654824,8.770562,Central Midfielders
5.831824,9.670291,Central Midfielders
10.548794,1.3224955,Strikers
9.476957,1.726731,Wingers
10.147152,1.5958,Strikers
-5.9792247,2.1876307,Goalkeepers
7.798394,9.814721,Defensive Midfielders / Wing Backs
7.9703436,10.373638,Central Defenders
10.239791,5.7768917,Defensive Midfielders / Wing Backs
7.2714753,8.337089,Central Midfielders
7.156815,8.024448,Central Midfielders
7.0589743,11.073972,Central Defenders
6.870339,10.637954,Central Defenders
11.325006,9.604642,Central Defenders
11.201631,9.027544,Central Defenders
6.793029,11.053529,Central Defenders
11.58743,9.487187,Central Defenders
9.625368,3.0687828,Attacking Midfielders
12.136456,8.311265,Central Defenders
6.0088587,8.770414,Central Midfielders
-5.911849,0.8129018,Goalkeepers
-5.694674,-0.10348628,Goalkeepers
-5.2936063,-0.020602815,Goalkeepers
7.1540403,7.1951475,Central Midfielders
11.58117,9.316767,Central Defenders
7.1118913,10.934507,Central Defenders
9.537124,1.761809,Wingers
9.423775,1.5968043,Wingers
-5.6220255,-0.091378726,Goalkeepers
-6.2705126,2.4819431,Goalkeepers
6.8138638,6.936023,Central Midfielders
6.432344,10.314224,Central Defenders
6.3345284,10.8746605,Central Defenders
-4.6747446,14.197662,Young High Performers
6.0422387,9.399033,Central Midfielders
12.093197,6.953857,Defensive Midfielders / Wing Backs
6.3224688,9.09354,Central Midfielders
-6.08525,0.28648004,Goalkeepers
7.1650534,8.24103,Central Midfielders
-5.5128603,14.412133,Young High Performers
10.111094,3.5555723,Attacking Midfielders
10.279939,3.7116575,Attacking Midfielders
9.97775,5.856122,Defensive Midfielders / Wing Backs
9.91736,5.9745116,Defensive Midfielders / Wing Backs
-5.014882,13.31566,Young High Performers
7.4274907,9.777712,Defensive Midfielders / Wing Backs
-5.10199,14.333368,Young High Performers
6.7822356,10.219522,Central Defenders
7.1107593,10.41408,Central Defenders
7.6128364,10.274423,Central Defenders
6.7003765,10.7577095,Central Defenders
7.880225,10.30598,Central Defenders
6.1471276,8.116705,Central Midfielders
5.8983097,7.6505103,Central Midfielders
11.094983,1.7324797,Attacking Midfielders
10.589706,2.0789812,Wingers
9.884711,4.515465,Attacking Midfielders
7.3055124,11.049332,Central Defenders
11.676605,9.41491,Central Defenders
-5.3103204,14.231019,Young High Performers
9.94636,1.755843,Strikers
10.564345,1.4784781,Strikers
10.377377,2.5016904,Wingers
10.248527,1.7705202,Strikers
9.782168,2.1162229,Wingers
9.694362,4.669755,Attacking Midfielders
10.544634,2.6590943,Attacking Midfielders
7.854054,8.217011,Central Midfielders
11.858751,9.138021,Central Defenders
10.963558,6.2519665,Defensive Midfielders / Wing Backs
10.7053795,6.352064,Defensive Midfielders / Wing Backs
6.0033584,7.5093203,Central Midfielders
11.872524,6.098951,Defensive Midfielders / Wing Backs
5.882462,8.339768,Central Midfielders
10.837469,5.3523283,Attacking Midfielders
10.920842,3.8702939,Attacking Midfielders
6.818633,8.198232,Central Midfielders
10.040781,2.2544181,Wingers
10.634798,4.420924,Attacking Midfielders
11.159512,9.096865,Central Defenders
8.175218,9.330121,Central Defenders
-5.0749106,14.4581585,Young High Performers
10.529818,9.301659,Central Defenders
11.695438,4.5084634,Defensive Midfielders / Wing Backs
11.499758,4.884725,Attacking Midfielders
10.843145,4.7199793,Attacking Midfielders
6.6081786,8.834681,Central Midfielders
11.47757,5.2009997,Defensive Midfielders / Wing Backs
10.820655,7.0630364,Defensive Midfielders / Wing Backs
7.380803,9.041078,Defensive Midfielders / Wing Backs
-4.5162964,15.495892,Young High Performers
-6.287831,1.8827959,Goalkeepers
-5.1471567,14.221607,Young High Performers
-4.487958,15.535978,Young High Performers
-6.198582,0.75669724,Goalkeepers
9.61038,5.641811,Defensive Midfielders / Wing Backs
7.285301,7.652302,Attacking Midfielders
7.672454,7.9278426,Central Midfielders
7.109315,10.67554,Central Defenders
7.3077793,10.599021,Central Defenders
6.765771,10.658226,Central Defenders
11.549377,8.919816,Central Defenders
7.2880015,9.343872,Central Defenders
11.672288,4.8400393,Attacking Midfielders
7.1987195,10.620378,Central Defenders
10.964396,9.207867,Central Defenders
11.365336,5.852665,Defensive Midfielders / Wing Backs
11.769217,5.936599,Defensive Midfielders / Wing Backs
7.620926,9.057706,Central Defenders
10.976115,8.651972,Central Defenders
10.966627,8.663899,Central Defenders
10.12697,5.400797,Attacking Midfielders
-5.950117,-0.10775506,Goalkeepers
-6.2744374,2.4796743,Goalkeepers
-6.2404203,-0.03863547,Goalkeepers
-5.7478857,0.2779992,Goalkeepers
-4.6700044,14.234246,Young High Performers
11.164145,9.528669,Central Defenders
11.016241,6.940845,Central Defenders
11.399118,6.526022,Defensive Midfielders / Wing Backs
-5.2884607,0.74561965,Goalkeepers
10.610705,5.4831357,Defensive Midfielders / Wing Backs
10.394473,7.1782784,Defensive Midfielders / Wing Backs
6.6920958,8.068214,Central Midfielders
5.81833,7.774112,Central Midfielders
6.0892177,7.4082303,Central Midfielders
11.76924,5.260881,Defensive Midfielders / Wing Backs
10.461097,6.912333,Defensive Midfielders / Wing Backs
11.928888,5.2012186,Defensive Midfielders / Wing Backs
-5.4308095,0.7527513,Goalkeepers
12.10422,6.262068,Defensive Midfielders / Wing Backs
12.043122,8.705026,Central Defenders
11.638145,3.3775847,Attacking Midfielders
14.38305,-8.596529,Strikers - Goalscorers
11.755879,2.4010317,Attacking Midfielders
7.0325046,8.218313,Central Midfielders
6.68626,8.149187,Central Midfielders
-6.113895,0.62290615,Goalkeepers
-6.2892327,0.69669527,Goalkeepers
-6.1493425,0.6334335,Goalkeepers
6.9250484,10.099234,Central Defenders
-4.780581,14.565436,Young High Performers
7.1517315,8.240191,Central Midfielders
-6.2524543,2.4827147,Goalkeepers
-6.2283344,2.5372548,Goalkeepers
-5.3455186,0.03216222,Goalkeepers
10.643716,8.909577,Central Defenders
11.161781,2.3355992,Wingers
11.468726,3.3783944,Strikers
-4.5770636,13.31283,Young High Performers
10.385568,2.8882623,Attacking Midfielders
11.598834,4.195736,Defensive Midfielders / Wing Backs
-6.0991983,0.3271545,Goalkeepers
-6.065168,0.226477,Goalkeepers
-6.017727,0.2036563,Goalkeepers
-5.3286996,0.24746278,Goalkeepers
-5.4566097,0.41884798,Goalkeepers
-5.334042,0.308187,Goalkeepers
12.163117,8.258021,Central Defenders
11.485823,9.560505,Central Defenders
10.344678,6.2430367,Attacking Midfielders
7.9774427,8.582309,Defensive Midfielders / Wing Backs
10.195003,5.567858,Defensive Midfielders / Wing Backs
10.615842,4.679534,Attacking Midfielders
11.772246,5.3669653,Attacking Midfielders
11.893509,5.0541773,Attacking Midfielders
12.170544,6.210789,Attacking Midfielders
12.20597,4.7549105,Attacking Midfielders
10.372124,8.093927,Central Defenders
9.466516,1.858513,Wingers
9.561365,3.174714,Wingers
9.432429,1.8795859,Wingers
11.026989,6.5233994,Defensive Midfielders / Wing Backs
11.183234,3.2368433,Attacking Midfielders
6.148239,8.336757,Central Midfielders
10.91181,5.249634,Attacking Midfielders
5.9632564,8.267767,Central Midfielders
10.639049,7.715273,Central Defenders
11.663608,9.345582,Central Defenders
9.561922,4.6231174,Attacking Midfielders
10.113255,5.569968,Central Midfielders
10.346651,3.6039646,Attacking Midfielders
11.291989,2.070792,Wingers
11.355335,2.8806968,Attacking Midfielders
10.197383,1.5929284,Wingers
10.16285,1.3723396,Wingers
5.867623,7.894956,Central Midfielders
11.406198,5.427811,Defensive Midfielders / Wing Backs
9.822741,2.6519206,Wingers
11.172672,1.9674685,Strikers
-5.471336,1.0917916,Goalkeepers
11.4475,3.2165859,Attacking Midfielders
